# x_m,y_m,w_tr_right_m,w_tr_left_m,psi,kappa,s,velocity,acceleration,time
-0.0565572749639343,0.0731895697561722,-0.0051096103205924,-0.0122925440733657,0.1878010566374666,0.0000000000000000,0.0000000000000000,8.0000000000000000,0.0000000000000000,0.0000000000000000
0.0416338071288406,0.0918498542823328,0.0926647907665930,0.0067797987031011,0.1878010566374666,0.0185354212786109,0.0999484608243035,8.0000000000000000,0.0000000000000000,0.0124935576030379
0.1398248892216155,0.1105101388084934,0.1904391918537785,0.0258521414795680,0.1840958829824122,0.0370734512285854,0.1998969216486070,8.0000000000000000,0.0000000000000000,0.0249871152060759
0.2381515528751489,0.1284422875562313,0.2883199835531030,0.0442515252430215,0.1803901878763006,0.0364950971697892,0.2998453820867052,8.0000000000000000,0.0000000000000000,0.0374806727608381
0.3364782356095298,0.1463743338309799,0.3862007902251351,0.0626508142986970,0.1768006254169991,0.0359165727591846,0.3997938429110087,8.0000000000000000,0.0000000000000000,0.0499742303638761
0.4349311011019804,0.1636001270724208,0.4842300281370812,0.0802997916061607,0.1732105755715661,0.0356640264572327,0.4997423030115598,8.0000000000000000,0.0000000000000000,0.0624677878764450
0.5333840020618061,0.1808257218006751,0.5822593077699926,0.0979485580164402,0.1696714963404158,0.0354114783602696,0.5996907638358632,8.0000000000000000,0.0000000000000000,0.0749613454794829
0.6319563268513551,0.1973542243118530,0.6804692757997398,0.1148128023628540,0.1661319300937834,0.0363611636044557,0.6996392236022765,8.0000000000000000,0.0000000000000000,0.0874549029502846
0.7305287021296265,0.2138824321138789,0.7786793202189846,0.1316767150374653,0.1624030117067898,0.0373114360698392,0.7995876844265800,8.0000000000000000,0.0000000000000000,0.0999484605533225
0.8292215509001524,0.2296753453951180,0.8769805570502988,0.1478589176155126,0.1586734889395183,0.0365176676002777,0.8995361436860935,8.0000000000000000,0.0000000000000000,0.1124420179607617
0.9279144675482341,0.2454678443943935,0.9752818452615299,0.1640407361023022,0.1551032424248497,0.0357229395132459,0.9994846045103970,8.0000000000000000,0.0000000000000000,0.1249355755637996
1.0267175683261800,0.2605556454127090,1.0737415410616244,0.1794407069153708,0.1515325833626013,0.0365709884427428,1.0994330635425662,8.0000000000000000,0.0000000000000000,0.1374291329428208
1.1255207466931019,0.2756429501998975,1.1722013484084783,0.1948401271703810,0.1477928144790388,0.0374202057408998,1.1993815243668695,8.0000000000000000,0.0000000000000000,0.1499226905458587
1.2244339319539761,0.2899913344644773,1.2707452077745798,0.2095487280628147,0.1440523995158374,0.0363950380607454,1.2993299828315006,8.0000000000000000,0.0000000000000000,0.1624162478539376
1.3233472101889108,0.3043390942187293,1.3692891381785703,0.2242567450983743,0.1405175584932923,0.0353682509350236,1.3992784436558041,8.0000000000000000,0.0000000000000000,0.1749098054569755
1.4223593611736007,0.3179878409490446,1.4680009472540168,0.2381461950717791,0.1369823951167441,0.0364110011251073,1.4992269020227211,8.0000000000000000,0.0000000000000000,0.1874033627528401
1.5213716096084340,0.3316358987239150,1.5667129217926532,0.2520348382558751,0.1332391115437153,0.0374558325991378,1.5991753628470247,8.0000000000000000,0.0000000000000000,0.1998969203558781
1.6204831664704944,0.3445430086649784,1.6655120837927120,0.2652214393539015,0.1294950896005305,0.0375746263880711,1.6991238205172265,8.0000000000000000,0.0000000000000000,0.2123904775646533
1.7195948353692592,0.3574492826915492,1.7643113441549756,0.2784072484297000,0.1257280595151575,0.0376924893165511,1.7990722813415299,8.0000000000000000,0.0000000000000000,0.2248840351676912
1.8188008209495616,0.3696093208820693,1.8631784641530416,0.2908951963275084,0.1219604771521503,0.0376955220912221,1.8990207385770175,8.0000000000000000,0.0000000000000000,0.2373775923221272
1.9180069261242634,0.3817684128388453,1.9620456701977351,0.3033822593310738,0.1181928408244675,0.0376984372983073,1.9989691994013210,8.0000000000000000,0.0000000000000000,0.2498711499251651
2.0173017231861885,0.3931805686690477,2.0609806948949618,0.3151645570978380,0.1144246757355398,0.0377171313393825,2.0989176562391418,8.0000000000000000,0.0000000000000000,0.2623647070298927
2.1165966451682467,0.4045916724598441,2.1599158151129330,0.3269458622217581,0.1106533025266674,0.0377358653124102,2.1988661170634454,8.0000000000000000,0.0000000000000000,0.2748582646329307
2.2159746954309978,0.4152545552224938,2.2589164984693983,0.3380163633198040,0.1068813925896472,0.0377973857259124,2.2988145734939271,8.0000000000000000,0.0000000000000000,0.2873518216867409
2.3153528745215666,0.4259162784317155,2.3579172834321520,0.3490857628513156,0.1030977216397675,0.0378589679994463,2.3987630343182302,8.0000000000000000,0.0000000000000000,0.2998453792897788
2.4148087678576711,0.4358268353257557,2.4569769966801158,0.3594428025795615,0.0993135016123230,0.0377943231914418,2.4987114903204746,8.0000000000000000,0.0000000000000000,0.3123389362900593
2.5142647925477553,0.4457361225853291,2.5560368095296999,0.3697986382647870,0.0955427529602522,0.0377294774269727,2.5986599511447785,8.0000000000000000,0.0000000000000000,0.3248324938930973
2.6137925970283669,0.4548963583585321,2.6551609381881982,0.3794268161607040,0.0917714954149880,0.0379070249667414,2.6986084067814291,8.0000000000000000,0.0000000000000000,0.3373260508476786
2.7133205329666570,0.4640552223170681,2.7542851846348211,0.3890536614224214,0.0879652555571921,0.0380850277416380,2.7985568676057326,8.0000000000000000,0.0000000000000000,0.3498196084507166
2.8129151845861395,0.4724575465353811,2.8534569667202416,0.3979635655180492,0.0841584158252857,0.0377316141234917,2.8985053227387447,8.0000000000000000,0.0000000000000000,0.3623131653423431
