# time,x,y,yaw,speed,lap
0.0000128746032715,5.1840402783877630,-5.4564315522846263,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0014221668243408,5.1843260217925327,-5.4564315423725818,0.0000647378522437,0.0571486810111999,0.0000000000000000
0.0024900436401367,5.1853730085805960,-5.4564313463762790,0.0003266937005156,0.1522486810111999,0.0000000000000000
0.0035691261291504,5.1873709950331701,-5.4564301842746028,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0046367645263672,5.1873709950331701,-5.4564301842746028,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0055043697357178,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0100369453430176,0.0003804000000000,0.0000000000000000,0.0000000000000000,0.0760800000000000,0.0000000000000000
0.0182356834411621,0.0016167000000000,0.0000000000000000,0.0000000000000000,0.1711800000000000,0.0000000000000000
0.0264620780944824,0.0038039999964830,0.0000000856816400,0.0001136875850962,0.2662800000000000,0.0000000000000000
0.0342895984649658,0.0038039999964830,0.0000000856816400,0.0001136875850962,0.2662800000000000,0.0000000000000000
0.0421011447906494,0.0069422999226915,0.0000007486330316,0.0002580985672548,0.3613799999999999,0.0000000000000000
0.0501875877380371,0.0110315996910872,0.0000020899000764,0.0004639642120849,0.4564799999999999,0.0000000000000000
0.0579652786254883,0.0160718659710148,0.0000167396068530,0.0007581363409790,0.5515799999999998,0.0000000000000000
0.0667893886566162,0.0220630711287924,0.0000494874584801,0.0009034469632464,0.6466799999999998,0.0000000000000000
0.0740747451782227,0.0220630711287924,0.0000494874584801,0.0009034469632464,0.6466799999999998,0.0000000000000000
0.0822327136993408,0.0290051552481637,0.0001036280935814,0.0012339249823080,0.7417799999999998,0.0000000000000000
0.0902082920074463,0.0368982228895608,0.0001637950793861,0.0014904765531138,0.8368799999999997,0.0000000000000000
0.0981976985931396,0.0457421615855144,0.0002434549032812,0.0019099521333459,0.9319799999999997,0.0000000000000000
0.1070628166198730,0.0555370911016813,0.0003283961424450,0.0022570781530917,1.0270799999999998,0.0000000000000000
0.1141471862792969,0.0555370911016813,0.0003283961424450,0.0022570781530917,1.0270799999999998,0.0000000000000000
0.1223096847534180,0.0662828744404935,0.0004335854082500,0.0027552503555808,1.1221799999999997,0.0000000000000000
0.1300561428070068,0.0779796433614295,0.0005448677415886,0.0031833708705056,1.2172799999999997,0.0000000000000000
0.1382522583007812,0.0906272409368086,0.0006780266376384,0.0037546669253266,1.3123799999999997,0.0000000000000000
0.1463212966918945,0.1042258103511479,0.0008188488261827,0.0042565540694579,1.4074799999999996,0.0000000000000000
0.1542389392852783,0.1042258103511479,0.0008188488261827,0.0042565540694579,1.4074799999999996,0.0000000000000000
0.1620247364044189,0.1187751764407042,0.0009835902938625,0.0048961907546095,1.5025799999999996,0.0000000000000000
0.1703641414642334,0.1342754937091641,0.0011580222290385,0.0054659069412782,1.5976799999999995,0.0000000000000000
0.1779394149780273,0.1507265685584115,0.0013587063693867,0.0061691756953340,1.6927799999999995,0.0000000000000000
0.1866958141326904,0.1681285671772207,0.0015714361800916,0.0068012666164217,1.7878799999999995,0.0000000000000000
0.1941344738006592,0.1681285671772207,0.0015714361800916,0.0068012666164217,1.7878799999999995,0.0000000000000000
0.2022473812103271,0.1864812765484276,0.0018129895531645,0.0075633250776875,1.8829799999999994,0.0000000000000000
0.2099251747131348,0.2057848751708226,0.0020692028110997,0.0082524657844501,1.9780799999999994,0.0000000000000000
0.2181878089904785,0.2260391293254291,0.0023570161064804,0.0090683068981255,2.0731799999999994,0.0000000000000000
0.2267355918884277,0.2472442305674727,0.0026623168947867,0.0098091766812587,2.1682799999999993,0.0000000000000000
0.2341525554656982,0.2472442305674727,0.0026623168947867,0.0098091766812587,2.1682799999999993,0.0000000000000000
0.2422468662261963,0.2693999231184743,0.0030021714101587,0.0106736599367542,2.2633799999999993,0.0000000000000000
0.2500538825988770,0.2925064123878802,0.0033625188637765,0.0114609193185713,2.3584799999999992,0.0000000000000000
0.2581624984741211,0.3165634192159037,0.0037605248171298,0.0123688249729170,2.4535799999999992,0.0000000000000000
0.2665669918060303,0.3415711636811431,0.0041821762514185,0.0131971385207392,2.5486799999999992,0.0000000000000000
0.2743377685546875,0.3415711636811431,0.0041821762514185,0.0131971385207392,2.5486799999999992,0.0000000000000000
0.2820522785186768,0.3675293420159995,0.0046447167004513,0.0141432297638544,2.6437799999999991,0.0000000000000000
0.2902553081512451,0.3944381897835566,0.0051341742247476,0.0150073090481913,2.7388799999999991,0.0000000000000000
0.2980208396911621,0.4222973775104843,0.0056678523397120,0.0159863952448392,2.8339799999999991,0.0000000000000000
0.3066351413726807,0.4511071570514439,0.0062318119980755,0.0168810493400700,2.9290799999999990,0.0000000000000000
0.3142101764678955,0.4511071570514439,0.0062318119980755,0.0168810493400700,2.9290799999999990,0.0000000000000000
0.3223261833190918,0.4808671722763334,0.0068434010146610,0.0178880466584126,3.0241799999999990,0.0000000000000000
0.3300647735595703,0.5115776921250047,0.0074887043431113,0.0188082334842647,3.1192799999999989,0.0000000000000000
0.3380713462829590,0.5432383330150391,0.0081851001695818,0.0198382206652311,3.2143799999999989,0.0000000000000000
0.3465287685394287,0.5758493817474506,0.0089186883893837,0.0207790953467319,3.3094799999999989,0.0000000000000000
0.3540782928466797,0.5758493817474506,0.0089186883893837,0.0207790953467319,3.3094799999999989,0.0000000000000000
0.3622591495513916,0.6094104266492140,0.0097068650946167,0.0218273631548796,3.4045799999999988,0.0000000000000000
