# time,x,y,yaw,speed,lap
0.0000255107879639,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0019502639770508,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0030891895294189,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0039365291595459,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0046224594116211,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0052771568298340,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0059885978698730,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0065915584564209,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0071663856506348,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0077574253082275,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0083613395690918,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0116403102874756,0.0003804000000000,0.0000000000000000,0.0000000000000000,0.0760800000000000,0.0000000000000000
0.0203437805175781,0.0016167000000000,0.0000000000000000,0.0000000000000000,0.1711800000000000,0.0000000000000000
0.0327610969543457,0.0038039999964830,0.0000000856816400,0.0001136875850962,0.2662800000000000,0.0000000000000000
0.0392968654632568,0.0038039999964830,0.0000000856816400,0.0001136875850962,0.2662800000000000,0.0000000000000000
0.0438897609710693,0.0069422998036986,0.0000010912721329,0.0005779794192028,0.3613799999999999,0.0000000000000000
0.0518012046813965,0.0110315973898926,0.0000053648932380,0.0015786589499860,0.4564799999999999,0.0000000000000000
0.0597581863403320,0.0160709765606809,0.0000721534562642,0.0030840610456830,0.5515799999999998,0.0000000000000000
0.0690617561340332,0.0220563740840711,0.0003371628447763,0.0045794844393460,0.6466799999999998,0.0000000000000000
0.0757129192352295,0.0220563740840711,0.0003371628447763,0.0045794844393460,0.6466799999999998,0.0000000000000000
0.0836303234100342,0.0289853799783171,0.0007657347879688,0.0069603305837961,0.7417799999999998,0.0000000000000000
0.0917153358459473,0.0368548697157389,0.0013773504587476,0.0103488696423179,0.8368799999999997,0.0000000000000000
0.0997552871704102,0.0456606528448237,0.0022008487830286,0.0148266512148436,0.9319799999999997,0.0000000000000000
0.1087038516998291,0.0553974333842177,0.0032689480585177,0.0204912279906903,1.0270799999999998,0.0000000000000000
0.1170768737792969,0.0553974333842177,0.0032689480585177,0.0204912279906903,1.0270799999999998,0.0000000000000000
0.1237549781799316,0.0660586622949770,0.0046174144577646,0.0274511379843004,1.1221799999999997,0.0000000000000000
0.1345057487487793,0.0776363097599773,0.0062851378615733,0.0358167335030371,1.2172799999999997,0.0000000000000000
0.1399395465850830,0.0901232221462235,0.0082984637441227,0.0455354046134114,1.3123799999999997,0.0000000000000000
0.1486487388610840,0.1035190100640423,0.0106417749727093,0.0561907366449299,1.4074799999999996,0.0000000000000000
0.1564738750457764,0.1035190100640423,0.0106417749727093,0.0561907366449299,1.4074799999999996,0.0000000000000000
0.1657340526580811,0.1178175524230626,0.0133362674328943,0.0678718360725326,1.5025799999999996,0.0000000000000000
0.1723170280456543,0.1330204200197053,0.0163630813249611,0.0801225801875007,1.5976799999999995,0.0000000000000000
0.1795425415039062,0.1491324325874715,0.0196918048163546,0.0925354622304349,1.6927799999999995,0.0000000000000000
0.1883492469787598,0.1661548726706897,0.0233126039778629,0.1049864909969164,1.7878799999999995,0.0000000000000000
0.1957247257232666,0.1661548726706897,0.0233126039778629,0.1049864909969164,1.7878799999999995,0.0000000000000000
0.2042407989501953,0.1840783752438039,0.0272656826516975,0.1178038076811617,1.8829799999999994,0.0000000000000000
0.2117617130279541,0.2029030024627760,0.0315466882602572,0.1306669891106494,1.9780799999999994,0.0000000000000000
0.2193980216979980,0.2226327143044097,0.0361353220362318,0.1432197336917636,2.0731799999999994,0.0000000000000000
0.2281491756439209,0.2432717874333215,0.0410115830287879,0.1551974300237676,2.1682799999999993,0.0000000000000000
0.2354471683502197,0.2432717874333215,0.0410115830287879,0.1551974300237676,2.1682799999999993,0.0000000000000000
0.2437179088592529,0.2648210721974091,0.0461708390108732,0.1665637117115237,2.2633799999999993,0.0000000000000000
0.2518920898437500,0.2872702941830266,0.0516545617410496,0.1777354530967308,2.3584799999999992,0.0000000000000000
0.2597768306732178,0.3106202417372967,0.0574577870860995,0.1884661961748764,2.4535799999999992,0.0000000000000000
0.2684855461120605,0.3348762382577750,0.0635579103500229,0.1984292826286128,2.5486799999999992,0.0000000000000000
0.2757077217102051,0.3348762382577750,0.0635579103500229,0.1984292826286128,2.5486799999999992,0.0000000000000000
0.2837758064270020,0.3600443637942108,0.0699302262047131,0.2073781866630147,2.6437799999999991,0.0000000000000000
0.2918548583984375,0.3861313966242629,0.0765478104460652,0.2151171512109911,2.7388799999999991,0.0000000000000000
0.2995927333831787,0.4131448004128237,0.0833811929444723,0.2214848132466327,2.8339799999999991,0.0000000000000000
0.3084006309509277,0.4410888706890779,0.0904132880567532,0.2265258056835336,2.9290799999999990,0.0000000000000000
0.3159828186035156,0.4410888706890779,0.0904132880567532,0.2265258056835336,2.9290799999999990,0.0000000000000000
0.3239452838897705,0.4699568562737461,0.0976708357465111,0.2307517333960072,3.0241799999999990,0.0000000000000000
