# x_m,y_m,w_tr_right_m,w_tr_left_m,psi,kappa,s,velocity,acceleration,time
7.8278010424799254,-16.8589260179676614,0.9442245834001070,0.9160573788763856,-0.3987830144125357,-0.0297828322766436,55.1864766331709760,8.0000000000000000,0.0000000000000000,11.1358971705587457
7.8746074459285262,-16.8786900633155810,0.9461482258628930,0.8990483874487565,-0.4002984974101249,-0.0298603254084824,55.2372846728134164,8.0000000000000000,0.0000000000000000,11.1422481755140517
7.9213802449370387,-16.8985236006530961,0.9420613694163635,0.9077998365637472,-0.4018171881287642,-0.0299136073464157,55.2880888451854702,8.0000000000000000,0.0000000000000000,11.1485986970605584
7.9681183245298079,-16.9184262848787164,0.9375136178621326,0.8669724341432513,-0.4033378226226125,-0.0299425861131608,55.3388881062372278,8.0000000000000000,0.0000000000000000,11.1549486046920290
8.0148206235677435,-16.9383977185762902,0.9320502144544475,0.9059470385805718,-0.4048591331900870,-0.0299471621813771,55.3896814414236971,8.0000000000000000,0.0000000000000000,11.1612977715903376
8.0614861347482876,-16.9584374520150405,0.9202050060541435,0.9155509690144387,-0.4063798481415795,-0.0299272288524966,55.4404678652989560,8.0000000000000000,0.0000000000000000,11.1676460745747459
8.1081139046054957,-16.9785449831495541,0.9407063806802979,0.8950495943882842,-0.4078986915805367,-0.0298826726327741,55.4912464211092811,8.0000000000000000,0.0000000000000000,11.1739933940510365
8.1547030335099322,-16.9987197576197708,0.9236093758117866,0.9147231649962630,-0.4094143831977302,-0.0298133735984822,55.5420161803858292,8.0000000000000000,0.0000000000000000,11.1803396139606050
8.2012526756687745,-17.0189611687509910,0.9426449297795455,0.8935755619160127,-0.4109256380781803,-0.0297192057486169,55.5927762425380720,8.0000000000000000,0.0000000000000000,11.1866846217296345
8.2477620391257442,-17.0392685575538891,0.9435735071051401,0.9198697111967095,-0.4124311665203684,-0.0296000373433624,55.6435257344484810,8.0000000000000000,0.0000000000000000,11.1930283082184356
8.2942303857611144,-17.0596412127244861,0.9496603343847315,0.8959733335496027,-0.4139296738669977,-0.0294557312416323,55.6942638100695078,8.0000000000000000,0.0000000000000000,11.1993705676710640
8.3406570312917516,-17.0800783706441699,0.9499103512720779,0.9072040872032427,-0.4154198603482766,-0.0292861452273273,55.7449896500237330,8.0000000000000000,0.0000000000000000,11.2057112976653421
8.3870413452710455,-17.1005792153796854,0.9448481981830351,0.8898714080751190,-0.4169004209359004,-0.0290911323193961,55.7957024612078882,8.0000000000000000,0.0000000000000000,11.2120503990633615
8.4333827510889972,-17.1211428786831519,0.9403511444985545,0.8774902803853182,-0.4183700452081953,-0.0288705410852099,55.8464014764019012,8.0000000000000000,0.0000000000000000,11.2183877759626132
8.4796807259721287,-17.1417684399920276,0.9267726287610388,0.9101995776195512,-0.4198274172265544,-0.0286242159400638,55.8970859538835256,8.0000000000000000,0.0000000000000000,11.2247233356478162
8.5259348009835563,-17.1624549264291559,0.9279698567824683,0.9077861182861138,-0.4212712154218661,-0.0283519974374534,55.9477551770498280,8.0000000000000000,0.0000000000000000,11.2310569885436031
8.5721445610229612,-17.1832013128027299,0.9368521343299889,0.8996756848634766,-0.4227001124915200,-0.0280537225604587,55.9984084540460998,8.0000000000000000,0.0000000000000000,11.2373886481681371
8.6183096448265495,-17.2040065216062885,0.9296246579696027,0.9081035586694829,-0.4241127753067082,-0.0277292250008737,56.0490451174033169,8.0000000000000000,0.0000000000000000,11.2437182310877883
8.6644297449671441,-17.2248694230187596,0.9465509407823963,0.8905581754168125,-0.4255078648292452,-0.0273783354306247,56.0996645236851492,8.0000000000000000,0.0000000000000000,11.2500456568730165
8.7105046078540909,-17.2457888349044168,0.9432419522059169,0.9212051840703404,-0.4268840360380501,-0.0270008817754356,56.1502660531451667,8.0000000000000000,0.0000000000000000,11.2563708480555178
8.7565340337333168,-17.2667635228128908,0.9497009964567850,0.8903666831056869,-0.4282399378655080,-0.0265966894808023,56.2008491093955485,8.0000000000000000,0.0000000000000000,11.2626937300868146
8.8025178766873360,-17.2877921999791972,0.9515157322623664,0.9243144979340169,-0.4295742131428275,-0.0261655817717326,56.2514131190880633,8.0000000000000000,0.0000000000000000,11.2690142312983781
8.8484560446351690,-17.3088735273236729,0.9537179932142712,0.8946941828219273,-0.4308854985547246,-0.0257073799118875,56.3019575316082239,8.0000000000000000,0.0000000000000000,11.2753322828633991
8.8943484993324589,-17.3300061134520575,0.9513433558405279,0.9067373216151922,-0.4321724246031104,-0.0252219034596186,56.3524818187839642,8.0000000000000000,0.0000000000000000,11.2816478187603657
8.9401952563713696,-17.3511885146554157,0.9453411966711114,0.8871438185760937,-0.4334336155798217,-0.0247089705235200,56.4029854746093093,8.0000000000000000,0.0000000000000000,11.2879607757385347
8.9859963851806572,-17.3724192349102005,0.9401083158781597,0.8797233829026212,-0.4346676895483141,-0.0241683980132827,56.4534680149845940,8.0000000000000000,0.0000000000000000,11.2942710932854453
9.0317520090256416,-17.3936967258782182,0.9250417889561621,0.9118173593147796,-0.4358732583339058,-0.0236000018947555,56.5039289774738052,8.0000000000000000,0.0000000000000000,11.3005787135965967
9.0774623050081775,-17.4150193869066214,0.9271343895013302,0.9086215855672519,-0.4370489275233544,-0.0230035974445385,56.5543679210803418,8.0000000000000000,0.0000000000000000,11.3068835815474138
9.1231275040667246,-17.4363855650279476,0.9334108581944514,0.9032505349308930,-0.4381932964728614,-0.0223789995044603,56.6047844260422011,8.0000000000000000,0.0000000000000000,11.3131856446676462
9.1687478909762632,-17.4577935549600696,0.9268084601061427,0.9108731583200061,-0.4393049583252786,-0.0217260227377875,56.6551780936474643,8.0000000000000000,0.0000000000000000,11.3194848531183041
9.2143238043483802,-17.4792415991062597,0.9427068949895182,0.8942063460388104,-0.4403825000357706,-0.0210444818916976,56.7055485460714763,8.0000000000000000,0.0000000000000000,11.3257811596713047
9.2598556366311939,-17.5007278875551044,0.9386745924056220,0.9251402197292153,-0.4414245024071257,-0.0203341920706521,56.7558954262363642,8.0000000000000000,0.0000000000000000,11.3320745196919148
9.3053438341094008,-17.5222505580805752,0.9445125386783677,0.8943961275649791,-0.4424295401343947,-0.0195949690014899,56.8062183976943800,8.0000000000000000,0.0000000000000000,11.3383648911241668
9.3507888969042732,-17.5438076961420144,0.9454859827040700,0.9303176220651408,-0.4433961818580823,-0.0188266293109926,56.8565171445359283,8.0000000000000000,0.0000000000000000,11.3446522344793603
9.3961913789736151,-17.5653973348841070,0.9469747950993853,0.9002494271340328,-0.4443229902276111,-0.0180289908185028,56.9067913713233295,8.0000000000000000,0.0000000000000000,11.3509365128277846
9.4415518881118334,-17.5870174551369161,0.9436436211311510,0.9156088820084798,-0.4452085219745054,-0.0172018728354640,56.9570408030517044,8.0000000000000000,0.0000000000000000,11.3572176917938314
9.4868710859498560,-17.6086659854158327,0.9371150947044280,0.8949077585917373,-0.4460513279961398,-0.0163450964709195,57.0072651851376904,8.0000000000000000,0.0000000000000000,11.3634957395545797
9.5321496879552203,-17.6303408019216583,0.9313394077300108,0.8873260456776211,-0.4468499534493580,-0.0154584849484969,57.0574642834375751,8.0000000000000000,0.0000000000000000,11.3697706268420653
9.5773884634319995,-17.6520397285405188,0.9163778897738245,0.9205778008238463,-0.4476029378553106,-0.0145418639489998,57.1076378842954853,8.0000000000000000,0.0000000000000000,11.3760423269493050
9.6225882355208299,-17.6737605368439077,0.9167763073160977,0.9189796677524844,-0.4483088152161772,-0.0135950619607544,57.1577857946231802,8.0000000000000000,0.0000000000000000,11.3823108157402668
9.6677498811989278,-17.6955009460886856,0.9235976938578713,0.9129642723643000,-0.4489661141432739,-0.0126179106429466,57.2079078420123750,8.0000000000000000,0.0000000000000000,11.3885760716639162
9.7128743312800587,-17.7172586232170772,0.9152911320073690,0.9224360480769780,-0.4495733579976746,-0.0116102452160385,57.2580038748807354,8.0000000000000000,0.0000000000000000,11.3948380757724603
9.7579625704145663,-17.7390311828566603,0.9308724452644470,0.9069530383545444,-0.4501290650441998,-0.0105719048731576,57.3080737626528247,8.0000000000000000,0.0000000000000000,11.4010968117439724
9.8030156370893380,-17.7608161873203727,0.9264302753520213,0.9381390403721123,-0.4506317486192213,-0.0095027332088085,57.3581173959770112,8.0000000000000000,0.0000000000000000,11.4073522659094948
9.8480346236278429,-17.7826111466065200,0.9317149947762339,0.9084629543871611,-0.4510799173127040,-0.0084025786743208,57.4081346869796150,8.0000000000000000,0.0000000000000000,11.4136044272848203
9.8930206761901243,-17.8044135183987748,0.9324216267408387,0.9420374082434758,-0.4514720751658055,-0.0072712950649730,57.4581255695573816,8.0000000000000000,0.0000000000000000,11.4198532876070420
9.9379749947727518,-17.8262207080661454,0.9335119398587217,0.9164961439173273,-0.4518067218848740,-0.0061087420290757,57.5080899997094122,8.0000000000000000,0.0000000000000000,11.4260988413760458
9.9828988332089015,-17.8480300686630393,0.9305091819689000,0.9254720567168938,-0.4520823530721221,-0.0049147856112336,57.5580279559099068,8.0000000000000000,0.0000000000000000,11.4323410859011076
10.0277934991682756,-17.8698389009291816,0.9238462429541133,0.9127527358007982,-0.4522974604749574,-0.0036892988340450,57.6079394395225606,8.0000000000000000,0.0000000000000000,11.4385800213526903
10.0726603541571649,-17.8916444532896897,0.9176028406527189,0.8970246632353562,-0.4524505322545953,-0.0024321623046947,57.6578244752581455,8.0000000000000000,0.0000000000000000,11.4448156508196384
10.1175008135184310,-17.9134439218550412,0.9038552661634461,0.9333405225557345,-0.4525400532745012,-0.0011432648671445,57.7076831116761326,8.0000000000000000,0.0000000000000000,11.4510479803718876
10.1623163464314672,-17.9352344504210528,0.9005832575176884,0.9351727175508937,-0.4525645054112708,0.0001774957048192,57.7575154217316111,8.0000000000000000,0.0000000000000000,11.4572770191288225
10.2071084759122677,-17.9570131304689298,0.9102625394773531,0.9260791713803598,-0.4525223678879406,0.0015302119758139,57.8073215033688257,8.0000000000000000,0.0000000000000000,11.4635027793334743
10.2518787788133530,-17.9787770011652057,0.8990344871014673,0.9388328188024848,-0.4524121176320364,0.0029149660703543,57.8571014801621004,8.0000000000000000,0.0000000000000000,11.4697252764326336
10.2966288858238411,-18.0005230493618136,0.9149027128712479,0.9209787149368996,-0.4522322296590673,0.0043318288476744,57.9068555020057616,8.0000000000000000,0.0000000000000000,11.4759445291630904
10.3413604814694047,-18.0222482095960181,0.9102294196993591,0.9573656547431981,-0.4519811774836815,0.0057808590223452,57.9565837458536990,8.0000000000000000,0.0000000000000000,11.4821605596440826
10.3860753041122660,-18.0439493640904587,0.9155578575980641,0.9278103760427625,-0.4516574335598551,0.0072621022389200,58.0062864165100578,8.0000000000000000,0.0000000000000000,11.4883733934761274
10.4307751459512374,-18.0656233427531348,0.9170235321268083,0.9512352749351720,-0.4512594697514256,0.0087755900859322,58.0559637474719707,8.0000000000000000,0.0000000000000000,11.4945830598463665
10.4754618530216579,-18.0872669231773919,0.9179468535463859,0.9358112059845346,-0.4507857578357219,0.0103213390561438,58.1056160018254104,8.0000000000000000,0.0000000000000000,11.5007895916405474
10.5201373251954777,-18.1088768306419681,0.9158290130406223,0.9362666080105150,-0.4502347700408329,0.0118993494471537,58.1552434731954193,8.0000000000000000,0.0000000000000000,11.5069930255617994
10.5648035161811613,-18.1304497381109222,0.9092828065319276,0.9323073435052808,-0.4496049796197772,0.0135096041949740,58.2048464867513857,8.0000000000000000,0.0000000000000000,11.5131934022562952
10.6094624335237775,-18.1519822662337091,0.9029878182467056,0.9069834194167299,-0.4488948614627759,0.0151520676526459,58.2544254002688575,8.0000000000000000,0.0000000000000000,11.5193907664459800
10.6541161386049463,-18.1734709833451333,0.8926110487298455,0.9450096595751004,-0.4481028927496240,0.0168266842945474,58.3039806052484622,8.0000000000000000,0.0000000000000000,11.5255851670684315
10.6987667466428391,-18.1949124054653488,0.8831525950065721,0.9526033800620101,-0.4472275536452233,0.0185333773550821,58.3535125280931339,8.0000000000000000,0.0000000000000000,11.5317766574240164
10.7434164266922121,-18.2163029962998912,0.8997114793693168,0.9361274276562210,-0.4462673280393501,0.0202720474000884,58.4030216313445791,8.0000000000000000,0.0000000000000000,11.5379652953304461
10.7880674016443621,-18.2376391672396316,0.8816205016960091,0.9566735574240973,-0.4452207043338454,0.0220425708225205,58.4525084149796825,8.0000000000000000,0.0000000000000000,11.5441511432848340
10.8327219482271691,-18.2589172773608261,0.8984025245017240,0.9378421029773235,-0.4440861762790975,0.0238447982705901,58.5019734177679780,8.0000000000000000,0.0000000000000000,11.5503342686333710
10.8773823970050820,-18.2801336334250841,0.8981331635865726,0.9638978912958223,-0.4428622438621699,0.0256785529962835,58.5514172186907444,8.0000000000000000,0.0000000000000000,11.5565147437487159
10.9220511323790799,-18.3012844898793610,0.9018704828279376,0.9462172483156603,-0.4415474142496336,0.0275436291325297,58.6008404384225869,8.0000000000000000,0.0000000000000000,11.5626926462151953
10.9667305925867549,-18.3223660488560043,0.9048870463555563,0.9535523602054474,-0.4401402027866328,0.0294397898995563,58.6502437408763200,8.0000000000000000,0.0000000000000000,11.5688680590219111
11.0114232697022150,-18.3433744601726971,0.9060396290862694,0.9547730160437973,-0.4386391340552200,0.0313667657262900,58.6996278348114942,8.0000000000000000,0.0000000000000000,11.5750410707638078
11.0561317096361709,-18.3643058213324899,0.9075960958227666,0.9385939842005452,-0.4370427429949224,0.0333242523028898,58.7489934755075254,8.0000000000000000,-3.9290499616661001,11.5812117758508126
11.1008585121358703,-18.3851561775237968,0.9084755230701811,0.9609987039196544,-0.4353495760870443,0.0353119085637526,58.7983414665016042,7.9757268355776105,-6.1480401897003647,11.5873896470052173
11.1456063307851316,-18.4059215216203853,0.9105618696116385,0.9264776609476191,-0.4335581926058234,0.0373293545913408,58.8476726613920249,7.9376090996072817,-6.0425467248657645,11.5935896285919000
11.1903778730043619,-18.4265977941814043,0.9057312159225174,0.9613701594314121,-0.4316671659390012,0.0393761694536357,58.8969879657072752,7.8999783643385095,-5.9372685070107094,11.5998172569383922
11.2351759000504874,-18.4471808834513382,0.8996231415403028,0.9182476072089810,-0.4296750849798094,0.0414518889728209,58.9462883388409509,7.8628391215537201,-5.8322858580075074,11.6060725311846102
11.2800032270170441,-18.4676666253600530,0.8956030752047317,0.9335345875602090,-0.4275805555933272,0.0435549904561896,58.9955747960530203,7.8261953487411242,-5.7284147751514354,11.6123554490155811
11.3248627228340926,-18.4880508035227606,0.8760067418842638,0.9601413919397229,-0.4253823019977210,0.0456718086695130,59.0448484105371350,7.7900458428808630,-5.6277217963911221,11.6186660091407088
11.3697573049181617,-18.5083291576163624,0.8885957534199936,0.9471602216485885,-0.4230802602647237,0.0477675287103784,59.0941103141265103,7.7543761616949007,-5.5322070663597165,11.6250042188952918
11.4146898806517818,-18.5284974750009361,0.8873150384352666,0.9499459467519690,-0.4206765664016503,0.0498073744659630,59.1433616835306424,7.7191587695403223,-5.4425577802375127,11.6313701035652155
11.4596632891100949,-18.5485516819543612,0.8893075899598727,0.9479797600468620,-0.4181745620482968,0.0517776957600247,59.1926037253738571,7.6843611831741816,-5.3587346893348808,11.6377637125577547
11.5046802957931540,-18.5684878519197412,0.9019014050440773,0.9414533025063231,-0.4155777064926141,0.0536768921345854,59.2418376746730075,7.6499505520930988,-5.2806438270943667,11.6441851222889667
11.5497435926258465,-18.5883022055053395,0.9009513428543044,0.9601894037570784,-0.4128894778597294,0.0555043784794631,59.2910647945303211,7.6158940168747868,-5.2081959941606470,11.6506344372462785
11.5948557979579672,-18.6079911104846296,0.9083440186156613,0.9278559472271783,-0.4101133725320483,0.0572595894796415,59.3402863756631049,7.5821586895095496,-5.1413062502139972,11.6571117909025279
11.6400194565642021,-18.6275510817962981,0.9101943068676837,0.9681759635437667,-0.4072529044952313,0.0589419819744337,59.3895037357753068,7.5487116351452590,-5.0798934152863060,11.6636173466380768
11.6852370396440577,-18.6469787815441919,0.9136835298850576,0.9322520440958045,-0.4043116046095465,0.0605510373339438,59.4387182187765362,7.5155198552267901,-5.0238795793469846,11.6701512986730922
11.7305109448219813,-18.6662710189973637,0.9162644008953492,0.9509650349155513,-0.4012930198064024,0.0620862638588139,59.4879311938543438,7.4825502720157830,-4.9731896210251740,11.6767138730123623
11.7758434961472425,-18.6854247505900659,0.9197453686408459,0.9348517871997956,-0.3982007122081905,0.0635471991750338,59.5371440544050472,7.4497697144690358,-4.9277507370671811,11.6833053284051260
11.8212369440940375,-18.7044370799217496,0.9205934797365862,0.9300851325417091,-0.3950382581732113,0.0649334125833443,59.5863582168292396,7.4171449054403773,-4.8874919822894309,11.6899259573227479
11.8666934655613865,-18.7233052577570476,0.9168060830403701,0.9262793969608036,-0.3918092472669983,0.0662445073563074,59.6355751191975898,7.3846424501707091,-4.8523438203699731,11.6965760869572204
