# vx,ax
0.0000000000000000,4.2500000000000000
0.9219024740896767,4.2489736557554982
1.3036882667752385,4.2459476331055503
1.5964638695107611,4.1934706993190520
1.8404609403251884,4.0894366324966729
2.0506317490438777,4.1251234776735357
2.2427711102893277,4.1959313623795325
2.4226254172293240,4.1569905595136554
2.5885166090361329,4.1064434391189817
2.7425561674651204,4.1698712419382424
2.8905872342052947,4.2499517854862185
3.0340384124904642,4.1776317317448930
3.1687254896237307,4.0890556696011648
3.2952299105205194,3.8183499083743757
3.4091235538803897,3.5083559486667992
3.5105149892217100,3.5380123785262922
3.6098804426057796,3.5972816396209875
3.7081817683260390,3.9052900951378660
3.8120312157687435,4.2338708523275415
3.9215125520480920,4.1097768632253677
4.0249376838469528,3.9701352926059110
4.1223853409702365,3.7169095243301706
4.2115743611488421,3.4527144016799327
4.2927641012071884,3.8320573499606043
4.3811127232584655,4.2351320211205961
4.4767264384921512,4.1906192853122963
4.5693663630580081,4.1449871062620387
4.6591858645737316,4.1698379795156599
4.7478296613835473,4.1952989837370422
4.8353750315133333,4.1827807270642872
4.9211089728703001,4.1707671960889758
5.0051346555654872,4.1699008531385253
5.0877557986600737,4.1604948454828046
5.1688745608473834,3.0261379626964060
5.2270855076055041,1.7941851195189722
5.2612944674050048,1.5069928954764251
5.2898564435636599,1.3420790954931776
5.3151638499337466,-2.4281126646937952
5.2692882790158855,-3.7968381642512261
5.1967409926776540,-3.4884518593388067
5.1291817678043845,-2.4592187949317932
5.0810153806332838,-0.0601125418068300
5.0798323190686760,-0.0595119240308874
5.0786607828159847,-0.0780074943731379
5.0771247536313551,-0.0573427016450167
5.0759953227481009,-0.6823400458805138
5.0625365467746644,-1.2305034615313895
5.0381746039912896,-1.5844485672294701
5.0066308822903389,-0.9850830041610517
4.9869187282482237,0.0000000000000000
4.9869187282482237,0.0000000000000000
4.9869187282482237,1.1431704717711071
5.0097870179537072,2.2455924857071943
5.0544073667608842,3.5023678231605295
5.1232243968447913,3.7656402225290546
5.1961977789461509,3.9926537392749371
5.2724672506983667,3.2724613412252248
5.3341662320401735,3.6490122692265485
5.4021337937581464,4.0245771576360463
5.4761185352144315,2.8161009990458417
5.5272986984159864,-2.0634247275048754
5.4898444861175371,0.0000000000000000
5.4898444861175371,0.0000000000000000
5.4898444861175371,2.8389346881217450
5.5413098194068757,2.9974416581905601
5.5951349635639174,3.7618631679570425
5.6619628235048864,-0.6587631720677618
5.6503172684386769,-1.2619995338459200
5.6279407218953601,-1.2202006928254840
5.6062201297735212,-3.0715616010692113
5.5511676130694374,-3.0698324912769044
5.4955950167556429,-3.2936798759733921
5.4353383798589174,-2.8899043370514663
5.3819130053561679,-1.2556642419466886
5.3585340611076573,-1.2107472385950517
5.3358940334354399,-3.2912513585615115
5.2738591114392603,-3.2858780663248619
5.2111887706605016,-3.0820267980363627
5.1517137166823472,-3.0768713348850927
5.0916450513012448,-3.6602940046721995
5.0192502493792865,-4.1770336633556049
4.9353379333393033,-4.0651371594677386
4.8522803719322667,-4.0649671891966541
4.7677796746682022,-4.1731834016149794
4.6794423217680716,-4.1339380580964580
4.5902599101202899,-4.0629622947946142
4.5008871671054704,-4.0627622250716158
4.4097079781389876,-4.1711037545842560
