# x_m,y_m,w_tr_right_m,w_tr_left_m
0.7270945354763299,1.2588888469815582,2.6278445445155865,1.5122037643813040
0.8098359157682400,1.2027519664589186,2.6099811090925478,1.5262806518706926
0.8925781820901701,1.1466164864102246,2.5921225245131652,1.5403488821145948
0.9787437581748736,1.0958919473249376,2.5930059013474422,1.5209685470466690
1.0649093342595770,1.0451674082396507,2.5938892781817189,1.5015882119787431
1.1480694955895685,0.9896530060839780,2.5740908675785379,1.5261498481664939
1.2312297002775434,0.9341387079901839,2.5542848064024342,1.5507244286118316
1.3178234070045214,0.8841485557329071,2.5462783813308913,1.5453023735251599
1.4044171137314994,0.8341584034756301,2.5382719562593481,1.5398803184384882
1.4853138222144802,0.7753965777802133,2.5209334328074431,1.5560711092809043
1.5661894563437486,0.7166036690245362,2.5035914160643995,1.5724183958651785
1.6465667443672993,0.6571311801124118,2.4874269292742990,1.5955750693713384
1.7269496151759820,0.5976670718768864,2.4712857965258324,1.6187113078888073
1.8127983612953118,0.5464081394147053,2.4780096454234317,1.6218404894398541
1.8986456509695646,0.4951468103095124,2.4847173687035666,1.6249580439984841
1.9836853116519260,0.4425564929644682,2.4824831027660395,1.6216281901985790
2.0687211848781306,0.3899602001977914,2.4802418548496887,1.6183263536672812
2.1525751046394124,0.3354991544119073,2.4758217370740718,1.6237678811089988
2.2363931520674085,0.2809869275588020,2.4712558098569328,1.6292958394657713
2.3161943449226410,0.2207436292899855,2.4503626669754164,1.6445020201340317
2.3960046185334680,0.1605130946228087,2.4295142491941735,1.6596954445744092
2.4790822699434107,0.1048750752149284,2.4247585230588693,1.6702990069321764
2.5621239176197186,0.0491872550682403,2.4199168993695541,1.6809826564199777
2.6410010917673001,-0.0122609081745759,2.4051396925129360,1.7009298099766623
2.7199131836844170,-0.0736598938846662,2.3904224097827065,1.7207798731305746
2.8039287329676026,-0.1278712658103812,2.3844634248558911,1.7264395473280321
2.8879633878162942,-0.1820506302849171,2.3785299869501038,1.7320114108020033
2.9755540167358685,-0.2302726905156561,2.3773514223997361,1.7212397299948516
3.0631251179557641,-0.2785276893755959,2.3761147301336285,1.7106176287030108
3.1474642047419152,-0.3322343352166988,2.3652573647027584,1.7247523170189796
3.2318338755306204,-0.3858879546699732,2.3545417093124033,1.7387213711926484
3.3205549513740058,-0.4319971302060397,2.3639881561685816,1.7291244698387762
3.4092749958808666,-0.4781082599810749,2.3734209801876145,1.7195275170909168
3.4974076322204315,-0.5253324463611668,2.3750947792829304,1.7099012923769989
3.5855077550283969,-0.5726122979538569,2.3767079228857400,1.7005230321281508
3.6699357048582644,-0.6261791408228283,2.3714704584616269,1.7191506009410935
3.7543986561366185,-0.6796849266264055,2.3662753928506541,1.7375041479282003
3.8432861204692834,-0.7254725237672561,2.3664399369225664,1.7212187528721552
3.9321681368675780,-0.7712702590057001,2.3665806238168043,1.7049591652941058
4.0194060204318562,-0.8201275720575762,2.3595214499059476,1.6964880199131049
4.1064401443079239,-0.8692951978221494,2.3521958364638405,1.6888971512245907
4.1859467195091904,-0.9299267891519910,2.3350270761363539,1.7138265798930807
4.2655151459527447,-0.9904731694722620,2.3179348476910282,1.7385978433483054
4.3477989190365260,-1.0472786802482452,2.3042024642773189,1.7564254567722526
