# vx,ax
0.0000000000000000,4.2499999999999991
0.9218699807757353,4.2498123733240991
1.3037066404850568,4.2492508995957472
1.5966669888457470,4.2491355528410875
1.8436422855225607,4.2491943574638702
2.0612375019481228,4.2494391365774637
2.2579708033454939,4.2498636546883839
2.4389032670752058,4.2496528398654680
2.6073020516038161,4.2490244840252496
2.7654426738417732,4.2484878664677606
2.9149982971616062,4.2478588458930657
3.0572260599357648,4.2472797553432340
3.1931068716431974,4.2465091481941792
3.3234135633034509,4.2358710187064865
3.4484919449809106,4.2229999150578790
3.5688292097642025,4.1672772349413911
3.6837270039318231,4.1037616424179459
3.7934742108319504,4.0001676030599089
3.8974778216654991,3.8864322035940910
3.9959326064461065,3.7929414290041259
4.0897342670043431,3.6930886136285137
4.1790440015096681,1.3975434123355255
4.2123468588050752,-3.5374529131130545
4.1275301457375830,-3.5247146947987100
4.0412488109345057,-3.5141864814590318
3.9533509116589065,-3.5073450131883361
3.8636309086544114,-3.5073211753583244
3.7717778416536993,-3.5096677784032164
3.6775677051207549,-3.4982589150854086
3.5811982120794550,-3.4909066066066852
3.4823740147025526,-3.4897357513078382
3.3806966008737200,-3.5824391003334650
3.2730344057577243,-3.2650673669001384
3.1717282976650107,-3.0070751205341453
3.0754776786711768,-2.9931385703814706
2.9765827587328899,-1.9132122214596501
2.9116136603923524,-1.8086814912439650
2.8488285464584280,-1.0776548897175093
2.8107573349574833,-0.4898853551498982
2.7932772287269132,0.0000000000000000
2.7932772287269132,0.0000000000000000
2.7932772287269132,2.5614558276914718
2.8835032411996111,3.5008032725678828
3.0024362294334996,3.3936388219385476
3.1133878492746190,1.6133461745029973
3.1647739279240619,1.5777314636905579
3.2142282317882649,1.6646754719414241
3.2655990598112354,0.5343214194856407
3.2819167577603925,-2.0991525790532175
3.2173318155216490,-1.0696765395263916
3.1839204755251274,-0.9510831459116038
3.1539130960003128,-2.8036576865176093
3.0637459560915743,-2.7509950814390236
2.9726151913160930,-1.2782340690887664
2.9293125821449553,-0.5827617765525408
2.9093540869987904,0.0000000000000000
2.9093540869987904,0.0000000000000000
2.9093540869987904,1.8373448333587012
2.9718243789842504,3.4826695662125222
3.0867695787924263,-1.7155134423997838
3.0306991990021364,-1.6955115183522569
2.9742389719223983,-2.3168766300571444
2.8953102662980563,-2.8985666503113570
2.7934234237219377,-2.9572013047782004
2.6854985321337974,-1.4403972007906616
2.6313258461036608,0.0000000000000000
2.6313258461036608,0.0000000000000000
2.6313258461036608,0.3405856666757998
2.6442306694085915,0.3107653299744300
2.6559551033927895,0.0000000000000000
2.6559551033927895,0.0000000000000000
2.6559551033927895,0.5756184274148403
2.6775301464344250,1.1217810731096027
2.7190959513657749,1.8942441623620236
2.7878733996065566,2.6484205691228810
2.8812888012784432,2.9683843318799110
2.9825128795743283,3.2676693749258372
3.0901128151165942,2.7929345443854303
3.1791900856437123,2.2702369998831484
3.2498021184746353,1.5975782202873676
3.2985791334228596,0.9701650443325829
3.3278554291373226,0.9353971696969982
3.3558366983026899,0.8897775324734106
3.3822422809193484,0.7211102013160273
3.4034885330124172,0.5596649809167152
3.4198898640107407,0.4011653878935772
3.4315957563984751,0.2595298967348834
3.4391490087478247,0.2128912369565782
3.4453312837328789,0.1726466396737983
3.4503377597094751,0.1691927985737772
3.4552360309297785,0.1726215428762568
3.4602274509638913,0.0566168122267650
3.4618626614192909,-0.2983378851843618
3.4532356481847675,-0.4313699454790650
3.4407257253278343,-0.5702106941247449
3.4241162762259849,-0.6618112175091782
3.4047403018082223,-0.7687772569947739
3.3820894788150393,-1.0958152301211681
3.3495421866691899,-1.2557068812674672
3.3118480488395652,-1.0930706090938251
3.2786886428083593,-0.6121878750321584
3.2599668824558732,-0.2931112132183617
3.2509674761701617,-0.2047600620941310
3.2446640846163866,-1.3226866052771464
3.2036499064236219,-2.4375606108641872
3.1266515513584388,-3.2409567562561401
3.0212380141359554,-3.9264670841892544
2.8883783692773197,-4.1046486745313295
2.7426174150492129,-3.8174045277243134
2.5997325374248041,-3.4119817758426074
2.4650268930217885,-2.2786769453536260
2.3708027532707225,-1.2758454935476042
2.3164075567916274,-0.5810376045856867
2.2911913364006424,0.0000000000000000
2.2911913364006424,0.0000000000000000
2.2911913364006424,0.7782771432148033
2.3248841454435833,1.5051296295162016
2.3887354523096613,2.3364749108887968
2.4845986247888536,3.0871841694622466
2.6058691510312739,2.8377452948525517
2.7125510607175487,2.6214323992454807
2.8075120081893616,2.7137445227763100
2.9025395398507010,2.8260096803536023
2.9983052144739508,2.9330436950070973
3.0945618210159718,2.9330927329602461
3.1879184320439689,2.0957438654203031
3.2529706845723010,1.3745693339906382
3.2949479163207864,1.5864944015016487
3.3427360604941199,1.9111574045618118
3.3994184528965561,2.9424876721713402
3.4848865380086265,3.8696602784299081
3.5941931552494735,3.7840665413563674
3.6979583576375794,3.5704869422993619
3.7932654224375582,2.6161189795487414
3.8615997769788111,1.6663893843496334
3.9045063261127551,1.0570310456808651
3.9314762954831832,0.5151954838187943
3.9445565124230875,0.3469516416612266
3.9533393129060466,0.4050254978251071
3.9635693485332051,1.6808008045785428
4.0057424886783606,2.9084679240305853
4.0776905095229594,3.9339093998897905
4.1730318694341868,3.6799817063356373
4.2602883087877368,3.9872116988131530
4.3528556951882269,4.0816072465834843
4.4456185828914725,3.0968338769095136
4.5147271450703110,2.0563467460444986
4.5600389461194455,1.0210237320260915
4.5823685348508150,0.2324766039935149
4.5874380857982535,0.7401118530283332
4.6035393733268704,1.3540484446362759
4.6328538539926676,2.5494051002523848
4.6875495783788388,3.6821120459219601
4.7654389651208469,4.1061962099984219
4.8508241341271683,3.5623514870478239
4.9237013046627460,4.0992518811095913
5.0062495257164947,3.8638234450083240
5.0828296661788483,3.4773913320917971
5.1507771038526249,3.3454266388352107
5.2153108737936149,3.9554946530767490
5.2905969661126173,2.9553061084449408
5.3461546165648777,3.2113007946129111
5.4058773748142670,3.7841324368832945
5.4754176107198615,2.6733394019015035
5.5240156908614120,1.2176075108548723
5.5460099383792958,2.8426054189850545
5.5970209174247181,4.1936999881104917
5.6714398059263118,3.5747351627812933
5.7341121931852914,3.2789927535442445
5.7910034569272151,-1.0152444903042888
5.7734487434255799,-2.9412913883445819
5.7222862473878440,-3.3832637972164421
5.6628642607663515,-3.5999222658979164
5.5989444629809517,-2.6829738152478320
5.5508275140983203,-1.9079988905721619
5.5163535266116934,-1.5935872871747836
5.4873952474177488,-1.5654447210054567
5.4587979466094074,-3.1562969307580278
5.4006787861194621,-2.1095385320993110
5.3614830921226950,-0.7968355997186665
5.3466036256328362,-0.7943926161961954
5.3317277609047782,-0.8842006953912396
5.3151218818982846,-1.3237225930647718
5.2901630038962679,-3.3111961267974706
5.2272084043663849,-2.1172548557808724
5.1865532212615717,-1.1593048855412162
5.1641578305327727,-1.1527800836619198
5.1417907702290746,-1.4235238893263791
5.1140364394086593,-1.9070678715398139
5.0766155076566308,-3.2581933437220925
5.0120360877594123,-1.6056748049727514
4.9799025716312180,0.0000000000000000
4.9799025716312180,0.0000000000000000
4.9799025716312180,0.5337649799108564
4.9906069085316753,-1.3869266030510039
4.9627434769405889,-3.1427422352370384
4.8990192622869015,-3.9387264467377867
4.8179652110651308,-3.9383971973696119
4.7355310487822138,-3.6750560322670083
4.6572929666938281,-2.8861129932257699
4.5949174704132263,-1.8920977783141264
4.5535608416891149,-1.1916917816086101
4.5273215281557695,-1.1808327085054222
4.5011683981455883,-1.5352673228511127
4.4669379975998034,-1.8848218078505254
4.4245496698450735,-2.1774022868294676
4.3750717580509324,-1.1808955184299224
4.3480015015606233,-0.3088888098551623
4.3408938532406927,-0.0018845432305551
4.3408504472642919,0.0000000000000000
4.3408504472642919,0.0000000000000000
4.3408504472642919,1.0204198833158977
4.3642888476937927,1.9502277028402659
4.4087403214319369,2.6068363500908704
4.4674665139769862,2.1154392107434381
4.5145617037239765,-2.3149777345134885
4.4630004901435258,-2.3072917009321552
4.4110089077296744,-2.6989012789660602
4.3494053111901394,-2.7702168812844645
