# x_m,y_m,w_tr_right_m,w_tr_left_m
17.5345276579031690,-27.5270912401113499,1.3460968214484246,0.5644004960058555
17.5641005397452155,-27.7244845926270997,1.3911464226096786,0.5516737264208843
17.5922163982240818,-27.9221282333022813,1.3790831427514392,0.5830038184136223
17.6221103497218969,-28.1200109168148700,1.3550101187840298,0.5861077145665097
17.6560140986510774,-28.3161944217934973,1.3529272085114203,0.6023875574974331
17.6908604708133090,-28.5140547996216220,1.3528100877384701,0.5642022849126761
17.7428258078579439,-28.7066749473184615,1.3338036481552988,0.6035067413097674
17.7825363417932785,-28.9013098025604691,1.3608585662241690,0.5856627481516747
17.8293622160395202,-29.0972776649156302,1.3482637735419309,0.5808589072328736
17.8777419896922787,-29.2899690258927379,1.3467669903930668,0.5749740176667418
17.9221485826644837,-29.4848811973250307,1.3610326803203210,0.5594815795461975
17.9744628973714029,-29.6787438300340085,1.3588446670149266,0.5591191161369223
18.0286392167299638,-29.8702703461844123,1.3517058974112228,0.5853554910964242
18.0784156606700144,-30.0632587677287617,1.3532855591514619,0.5906791594295779
18.1310716167048795,-30.2559569084671871,1.3302194846715911,0.5999491321293793
18.1863496844363759,-30.4487903456305666,1.2943272282540050,0.6119062073383907
18.2490237208615014,-30.6389674712983329,1.3186953238218042,0.6077182515193431
18.3143132239654456,-30.8267780609847364,1.3333902528693879,0.5878665106810340
18.3812748951025604,-31.0166608048320143,1.3292237846214321,0.5761793615098940
18.4507377714393996,-31.2028182597765209,1.3279306873243177,0.5775563318927591
18.5122872205781874,-31.3904507698802178,1.3186703284552124,0.5711024513584384
18.5775827364469990,-31.5818889071945179,1.3079463206633481,0.6141082837694110
18.6491419198452810,-31.7684364339977954,1.3032165816698531,0.6493835401163649
18.7227251766083675,-31.9542818595816698,1.2948848925987400,0.6758152449881967
18.7988292782918194,-32.1380391744524374,1.2902268783790942,0.6682744542873510
18.8782977205090212,-32.3218052933191160,1.2876936139473019,0.6871106030803973
18.9584329100854028,-32.5051044910867830,1.2681378114174591,0.7195566901934856
19.0423380551965806,-32.6859231678845319,1.2535143361134495,0.7162572242457713
19.1334308804824680,-32.8653331917735869,1.2650799840477325,0.6814451472457599
19.2260791089459815,-33.0421278825760112,1.2770151483023369,0.6712224695471148
19.3138968425580373,-33.2189971812447240,1.2711786506270710,0.7115548018764614
19.4020274039716476,-33.3996050798322202,1.2445132122384162,0.7505396023098595
19.4928591956408077,-33.5779600641563292,1.2375879185118297,0.7611959205239809
19.5869100815706148,-33.7541129404035303,1.2410656700198364,0.7630912611174092
19.6892577148518271,-33.9265920366804039,1.2381854028548325,0.7432230737519899
19.7899829314748104,-34.0976818128557326,1.2204728823084310,0.7445661146890562
19.8898118343205788,-34.2711204569483314,1.2165696565689954,0.7523750913432137
19.9987282341960260,-34.4399346232812889,1.2246389955700114,0.7227082941244320
20.1094131117278607,-34.6060246675551042,1.2253749223664083,0.7328189584736272
20.2089478424977358,-34.7766554836743751,1.2156580036015809,0.7224874424514683
20.3138286191844379,-34.9483162433272767,1.2053406369958732,0.7427554531063026
20.4223401456361167,-35.1169572332347855,1.1932273139921530,0.7701720897041523
20.5313504041886077,-35.2835283112859486,1.1793760724346762,0.7735320008500176
20.6436860785435172,-35.4488177307351577,1.1749157399160837,0.7734925003144764
20.7598767331087437,-35.6111184408186503,1.1727616421322891,0.7786086153677456
20.8808705207208121,-35.7706813629189000,1.1745776704649613,0.7917723939273885
21.0048323241653314,-35.9279985038164043,1.1779440058732209,0.7962712337863126
21.1286734514632677,-36.0830424319166880,1.1791525087253731,0.7763986542492097
21.2617076094679334,-36.2346982886590752,1.1843521983241274,0.7897295468928043
21.3877991244441183,-36.3872827845084643,1.1889821361424653,0.7799086124564121
21.5112769038325098,-36.5441274116923509,1.1862610486784892,0.8052014208833652
21.6443090009221883,-36.6955573962585930,1.1825092653179923,0.7994461838399030
21.7696900070490713,-36.8479139233674147,1.1895826799180349,0.7557260946205124
21.9098671179733273,-36.9944497422911169,1.2085653481721206,0.7579076742738915
22.0469864861029876,-37.1379869926911965,1.2205048045285003,0.7276314952584403
22.1813475289728892,-37.2841614710726788,1.2312552709684410,0.7393954215724752
22.3142632133618868,-37.4342871940307091,1.2238973445325037,0.7556921711542822
22.4548004426813854,-37.5773724525052799,1.2327580690294206,0.7237589814815725
22.5997509062511490,-37.7146084156194590,1.2583362022867848,0.7160133387065251
22.7382712094116322,-37.8572953806335875,1.2593040552269459,0.7205949320953875
22.8804595582704202,-37.9975623604524486,1.2611026835825658,0.7187963037397671
23.0286105362381512,-38.1335442603211661,1.2699052654047194,0.7099937219176136
23.1796220122535566,-38.2638374289342806,1.3002277653663257,0.6517533068901742
23.3316898361837808,-38.3928909468321464,1.3340034718919795,0.6417126770781998
23.4804827152843743,-38.5255384599086597,1.3474424635497091,0.6324565237726241
23.6328867499678950,-38.6557746199184038,1.3631431160403420,0.6167558712819909
23.7910607287468494,-38.7782625471470865,1.3862249670034272,0.5877204200551656
23.9406270504065333,-38.9093494903120316,1.3627130949290074,0.5657897489464331
